OVR;Pos;Rank;Tier;Name;Team;Bye
76;WR;WR40;1;Ricky Pearsall;SF;wk14
77;WR;WR41;1;Emeka Egbuka;TB;wk9
78;WR;WR37;1;Jerry Jeudy;CLE;wk9
79;QB;QB16;1;Jared Goff;DET;wk8
80;QB;QB10;1;Kyler Murray;ARI;wk8
84;QB;QB7;1;Patrick Mahomes;KC;wk10
85;WR;WR44;1;Jauan Jennings;SF;wk14
87;QB;QB8;1;Bo Nix;DEN;wk12
90;QB;QB22;1;Tua Tagovailoa;MIA;wk12
91;WR;WR45;1;Darnell Mooney;ATL;wk5
92;WR;WR46;1;Jakobi Meyers;LV;wk8
93;WR;WR43;1;Jayden Reed;GB;wk5
94;QB;QB4;1;Jalen Hurts;PHI;wk9
98;QB;QB13;1;Dak Prescott;DAL;wk10
